SYMBOL	len
ENSG00000272941	4144
KIF5C-AS1	7754
ENSG00000272832	6102
ENSG00000272631	12244
CELF2	168499
ENSG00000272563	6442
DGCR6	4916
ENSG00000273165	6147
ATXN2	152836
ENSG00000272600	7708
HNRNPLL	45550
SMIM8	20872
ENSG00000273399	6260
FBXW2	42142
ENSG00000273455	6138
ENSG00000273341	11771
ENSG00000273348	6106
ENSG00000272735	6723
CTCFL	24065
ENSG00000229227	9832
ENSG00000273293	5921
PACERR	5564
MYO18B-AS1	10019
ENSG00000272754	4364
ENSG00000272558	21055
PPM1K	32641
ENSG00000272729	7252
ZNF678	116900
COQ4	4002
ENSG00000272689	6030
SETD7	15791
ENSG00000273419	9792
FNDC1-AS1	8459
C20orf203	48016
RNF146	24479
SVIL-AS1	13967
PPP1R12B	247003
TEX13A	7462
LINC01128	29718
ENSG00000273387	7109
ENSG00000230615	28629
PPP1R21-DT	6254
OR10AE3P	6168
PEF1-AS1	17588
MIR663AHG	27179
LINC00310	11351
ENSG00000278944	23328
ENSG00000272849	7461
ENSG00000272777	6569
ENSG00000273176	6403
CRYBB2P1	4692
LCDR	4989
ENSG00000273388	29106
ENSG00000273056	6283
RALBP1	47529
USP6NL	156840
LINC02538	18130
ADIRF-AS1	11270
LINC01036	411101
PTBP2	104955
SYT6	69325
ENSG00000273010	4347
ENSG00000273450	6120
ENSG00000272909	7569
LINC01204	24827
ZBTB8B	34614
CDC37L1-DT	8637
LINC00649	11184
ENSG00000273180	6253
ENSG00000272851	6263
HNF4A-AS1	17625
SAP30-DT	12641
MYO18B-AS1	14312
EOLA1-DT	12625
ENSG00000272720	4432
ENSG00000272979	6129
LINC01206	8243
ENSG00000272927	6436
AIRN	10073
KLHDC7B-DT	6301
ENSG00000273248	6819
ENSG00000273437	6034
KCNT2	386200
ENSG00000272990	6207
ENSG00000236540	13209
FAM106A	39994
LRRC8D-DT	6394
ENSG00000272692	5700
ENSG00000291185	164799
LINC02019	4038
ENSG00000273287	7012
PAX8-AS1	21309
ENSG00000272945	10534
GRM4	89489
THRB-AS1	30044
CTCFL	34188
ENSG00000272703	6099
ENSG00000233178	14213
ENSG00000273162	6676
BHLHA15	7018
JMJD8	8364
ENSG00000273272	4903
ENSG00000273073	7494
FAM106A	19688
ENSG00000273258	6819
MYO18B-AS1	14330
NAMPT-AS1	4126
SDCBP2-AS1	56308
ENSG00000273181	6319
LINC01990	36020
LINC00261	23733
OR51F4P	6598
PILRB	12714
ENSG00000273312	7852
ENSG00000273451	6705
ENSG00000272694	4174
ENSG00000272942	6446
APBB1	14934
BCAS4	84692
ENSG00000272861	6090
RAB33B-AS1	45910
APBB1	29669
ENSG00000273413	6289
APP-DT	49487
ENSG00000272691	5942
PCMTD2	21390
ENSG00000285508	24102
ENSG00000272967	6138
CPVL-AS2	36400
SUV39H2-DT	7011
LINC01278	140221
ENSG00000272988	6443
CSGALNACT2-DT	7210
LINC02790	33874
ENSG00000290553	70797
MTX1	7577
ENSG00000273096	5882
ENSG00000273243	6172
OR7E39P	6074
JMJD1C-AS1	4334
GPRIN3	77117
ENSG00000291208	49158
GAR1-DT	6063
ENSG00000272856	7173
EBF4	70328
ANKRD54	23167
ENSG00000273027	6159
ENSG00000273211	6178
ENSG00000272977	6753
SPMIP1	8717
ENSG00000272583	6936
MAP9-AS1	55076
MIOS-DT	20234
NFATC2	177303
ENSG00000273295	11336
LAMTOR5-AS1	11469
DUSP5-DT	73047
ZNF595	37226
ENSG00000272908	9273
MYO3B-AS1	15478
ADPRM	9330
PCBP1-AS1	42691
ENSG00000237174	6594
ENSG00000273486	7383
IL10RB	48021
ATRNL1	81011
HNRNPD-DT	12742
ENSG00000273233	6125
ITGB2-AS1	9897
ENSG00000290931	25717
TIMMDC1-DT	6203
ENSG00000272986	6444
LINC00896	5144
ENSG00000272842	6259
SCOC-AS1	18242
ENSG00000280893	10831
SNORD91A	5890
ENSG00000273139	4104
ENSG00000273362	9178
ENSG00000236540	11831
ENSG00000273416	6129
LAMTOR5-AS1	7171
ENSG00000273394	6265
LINC00452	38206
PDE4DIPP7	19560
KRTAP10-7	4577
MYO3B-AS1	16288
ENSG00000273035	6176
ENSG00000272844	6406
ENSG00000273487	4470
ENSG00000272824	6141
ZBTB11-AS1	5793
PCDHB16	6839
GRIN2B	449965
ENSG00000273108	4431
CELF2	168793
ITGB2-AS1	9829
ENSG00000272789	6551
ENSG00000240535	22865
ENSG00000273284	4002
ENSG00000273218	8049
KCNJ6	314784
ZNF718	41163
ENSG00000272609	6173
ENSG00000273133	6255
ITGB1	76680
APPAT	16272
ENSG00000273230	8725
ENSG00000273090	6177
CERS6-AS1	17710
ENSG00000273448	4336
ENSG00000272885	6119
ENSG00000273232	6232
ENSG00000272944	4948
ENSG00000272799	6233
ENSG00000272707	5859
ENSG00000240535	10167
HNF4A	71578
LARGE1	604950
ENSG00000272971	6246
LINC00938	15514
MYO18B-AS1	10858
OR13I1P	4263
LYPD4	13309
MYO18B-AS1	10007
ENSG00000272973	6951
EFCAB10-AS1	5577
FAM106A	14818
ENSG00000242021	121786
PPM1B-DT	6934
ZEB2-AS1	5173
ENSG00000272650	5997
USP6NL	15414
CAVIN2-AS1	10124
H3-7	9279
RTL5	10505
EPB41L1-AS1	12734
ZNF674-AS1	5370
ENSG00000273363	6241
SLC16A4-AS1	5849
SLC25A16	55225
ENSG00000272688	7845
TOR1AIP2	43527
ENSG00000273271	6219
ENSG00000272682	9840
ENSG00000273472	4517
PSMD14-DT	13896
ENSG00000272823	6235
NFATC2	179905
COQ4	4042
DGCR11	7913
OR5B15P	6603
OR8S21P	5887
INSIG1-DT	7323
LINC03052	7581
ENSG00000273119	6396
ENSG00000273151	12457
OR51F3P	6600
ENSG00000272660	5839
HK2-DT	7032
STX18-AS1	171734
EAF1-AS1	7748
ENSG00000272784	6333
INTS6-AS1	11196
RPAP2	105997
NFATC2	157191
C2orf49-DT	9274
PEF1-AS1	18727
ENSG00000273160	7849
MESTIT1	10691
ENSG00000273221	6346
ENSG00000272836	6177
SUCO	80096
ENSG00000273149	4144
ENSG00000273156	7666
ENSG00000272840	26239
ENSG00000272871	6968
ENSG00000293105	16668
ENSG00000273314	7897
PROX1-AS1	8375
ENSG00000272770	7483
LINC02983	8350
TXNDC12	27606
LINC02035	8475
ENSG00000273196	5772
DCAF8	28903
NT5C3A	54346
ENSG00000273175	4513
ARHGEF2-AS2	7187
RNF146	24479
RAB33B-AS1	11033
ENSG00000272715	6082
LINC02604	6440
PANK2	43500
DACT2	18187
ENSG00000273355	4369
LARGE1	604950
WDR5-DT	9230
ENSG00000273461	11872
GPN1	25461
ENSG00000273489	9430
TBC1D8-AS1	6752
TMEM271	8115
DCP1A	69814
ENSG00000273068	7758
TIFA	18687
SYT6	70277
URAHP	9383
ENSG00000235979	10646
ENSG00000273192	5348
MAP9-AS1	52153
ENSG00000273369	6140
ZNF595	37887
ENSG00000273080	4490
ENSG00000272817	4217
ZEB2-AS1	4926
ENSG00000272854	6200
ENSG00000272906	6688
PNLDC1	23454
ENSG00000272829	6582
ENSG00000272892	4221
OR10Q2P	6639
DNAJB14	27489
ENSG00000278177	6405
PRAMEF28P	5791
TP53	24779
U1	5845
ZNF446	7781
NBPF9	32381
RN7SL462P	5960
CGA	15120
TTC23L	42641
RCC1L	37319
LINC01145	52478
ENSG00000276334	4620
LINC02340	35438
FAM230G	16050
ZMYM2	133388
LENG8	13725
TBC1D3H	16604
Metazoa_SRP	6044
CD9	40920
CORIN	249807
RDH13	24593
MUC1	12789
CYFIP1	116586
SGSM1	123675
ENSG00000276507	6102
ENSG00000184566	4157
ENSG00000274024	4539
ENSG00000275320	7009
ENSG00000276845	6604
ENSG00000274354	6412
ADA2	46345
ENSG00000290971	10645
SSBP3	186662
AP2B1	142091
TTR	44808
ENSG00000274895	8326
ENSG00000234132	8539
GLS2	23170
SAMD4B	46279
ADAL	17139
ENSG00000275191	6260
NSA2	15864
ENSG00000273893	6399
ENSG00000276087	69070
OR52E5	12522
ENSG00000276272	6946
DEF8	13632
PRKACB	59934
ENSG00000276384	6125
CSPG5	22322
ENSG00000277466	5766
ENSG00000290970	10829
MIR6751	5762
PPHLN1	123469
SYNE1	165183
ENSG00000278291	10111
F8A1	4706
ZNF705A	14100
ENSG00000277490	6186
EEF1A1	10982
IFNA5	6687
C18orf21	9661
ENSG00000274351	4525
DUXAP10	11564
POLD2	14568
EDRF1-AS1	12956
TNIP1	56793
ENSG00000274647	5811
TP53	24777
CAB39L	110796
CNTFR	44406
PAN2	23530
ZNF772	9996
SLC2A8	13717
SYNPO2	210246
CCL4L2	4815
PCDHGA8	9479
ZNF215	60815
LINC00869	75179
FURIN	14919
SPRY1	9965
PCDHGA6	8649
ENSG00000275480	6990
ADORA2A	13237
CT45A7	13751
CSTP2	9084
FAM27B	5912
ENSG00000278287	5783
MIR7851	5859
TP53	12791
ENSG00000274427	5938
BTNL8	51529
ENSG00000277041	5806
GAS2L1	8053
GOLGA6L10	15182
ENSG00000277182	5413
IFNA13	6385
ENSG00000275895	20325
ENSG00000275015	5943
MED22	15080
RN7SL3	5998
Metazoa_SRP	5989
NUTM2B-AS1	29433
PHF2	105836
ENSG00000275371	4060
PRKACB	77112
ZNF282	33692
ENSG00000278376	4935
ENSG00000276478	28002
CFAP57	85025
ZSCAN30	44887
SLC8A1-AS1	6900
MCM8	51325
TPGS2	48431
CSDE1	46798
ENSG00000278485	5781
TPM1	8039
ENSG00000181123	12375
POU2AF3	13189
MIR8055	5796
ENSG00000274310	6401
SPPL2B	28240
CYP1B1	14342
ENSG00000275314	6660
MAPK8IP3	67156
KCTD17	14628
MROH2A	60744
PRPSAP2	77988
KCP	39544
ENSG00000274422	8992
ENSG00000277210	7842
ENSG00000277598	5934
PLSCR2	24378
PCDHGC5	5762
PRMT1	14298
ENSG00000290933	16011
ENSG00000277373	6050
ENSG00000278133	4718
NEK3	32650
CARHSP1	14567
KLF4	10612
ENSG00000274308	6513
ENSG00000276952	6373
U7	5763
EOGT-DT	45249
CCL3-AS1	11634
ENSG00000278722	6516
NEFL	11357
KDM4D	5190
MIR8079	5771
TNIP1	56837
Metazoa_SRP	5973
SNAPC3	46098
MED22	12912
CHRM3-AS2	17212
GFY	6599
GNB1	111532
ZNF274	33098
PABPC1	22986
SUNO1	5041
Metazoa_SRP	5959
SSTR3	13940
ENSG00000273680	6350
ENSG00000277901	10094
JADE1	66954
CBY2	15089
ZNF761	21338
MYO19	44872
FKBP4P8	7068
ZNF787	39629
ENSG00000181123	20252
TEX28	26402
PRODH	29476
ENSG00000261329	16085
ENSG00000277544	5347
ENSG00000276897	6360
ENSG00000277895	7010
CD24	9858
PI4KAP1	9845
SVOP	119027
WDR6	11749
HOXA4	7973
ENSG00000290970	11347
RN7SL539P	5990
RNVU1-28	5863
RPS21-DT	6401
IBTK	83215
ENSG00000273634	6436
FGF1	57822
CSH1	7276
MYO5BP1	4238
TTLL7	91854
ZNF155	17155
ENSG00000277749	13872
FDPS	14918
ENSG00000277252	5816
PABIR2	30786
FOLR3	7167
BEND3P3	5439
CPEB1	90648
GHRHR	15391
C17orf78	19720
ENSG00000274758	5902
ENSG00000276110	7891
ARHGEF4	133612
GRID2	692567
RPL15	7052
ENSG00000284634	26798
NTMT1	12978
MIR6790	5762
DUX4L15	4266
FGFR3P4	6426
SEMA3B	10492
IKBKG	20199
PIWIL2	79168
BCAM	15345
CLDN15	11553
RAB35-AS1	5096
ENSG00000276527	36606
MARK1	139273
MIS12	7245
PRSS47P	18100
VWA8-AS1	23396
IL21	14001
SNCA	114739
DCAF17	31045
ZNF804B	121903
ENSG00000278180	4605
TRAC	7650
TMEM185A	41055
SLC35E2B	36949
FAM228B	46307
VPS36	43342
MIR7162	5768
RNASE9	8263
JADE1	66380
TCP11	29033
ENSG00000277715	5027
ZNF2	19354
ENSG00000240535	13456
ENSG00000293517	27984
ABO	25738
FGD5P1	6888
LENG9	7746
PLA2G10GP	6696
CPEB1	33164
ADAP1	53615
CA15P2	7660
ENSG00000276846	6452
HMCN2	34087
IKBKG	20391
IMPG1	157263
ENSG00000276071	4302
SUSD2P2	7650
TSC22D1	47858
NPEPPSP1	49508
MIR6848	5769
ENSG00000276533	6197
MIR6868	5757
KDM2B	157616
POTEB3	40798
SPATA33	15409
GGNBP2	5835
ENSG00000276828	6516
ENSG00000277211	5743
UBE2U	66741
ENSG00000277711	6455
ENSG00000278153	6112
SLC38A4-AS1	495612
JADE3	151966
ENSG00000273600	6183
LRMDA	1131544
TBC1D3B	16653
OSCAR	13716
OSBPL8	213709
TMEM41B	39610
ENSG00000274565	6853
ZNF248	34571
MTHFD1L	239206
ENSG00000290900	9816
ENSG00000275016	81396
NBPF26	38244
ZNF821	30210
ENSG00000290949	7103
SYTL3	117817
ENSG00000290970	9473
ENSG00000275078	5970
ENSG00000278703	6180
TP53TG3E	4974
WASHC2A	68618
SDR42E1P1	6176
ENSG00000277412	14935
DHRS11	11922
EPM2A	116370
DLX4	4661
ENSG00000277135	6680
ZNF254	45801
ENSG00000273552	18886
REC8	11174
MAP7	188520
ENSG00000275350	6284
ENSG00000275547	6068
STPG3	5195
TRIM46	13217
ZFP90	39724
ALOXE3P1	11597
ENSG00000277916	5868
ENSG00000290971	49272
ZNF724	57166
PRR5	72134
SLC1A7	61125
TEX264	36147
MIR8076	5782
PPP1R26P2	9294
SRRT	16561
PAEP	8018
CICP21	4837
BICRA-AS2	6508
ENSG00000278627	6351
CD99	53113
SALL2	10663
CT45A8	9991
H4C7	6085
ENSG00000276992	5852
ENSG00000274814	5907
ZNF2	21851
ZSCAN31	17335
ENSG00000274489	6307
MIR7114	5760
ZNF16	26228
MIR6824	5762
ENSG00000278330	6086
ENSG00000274139	6215
KMT2CP2	24033
MIR7107	5779
CEACAM20	29066
DUX4L11	4266
RNASEH2B	49417
ENSG00000274021	5256
TMEM222	17254
ENSG00000274398	7313
ENSG00000276122	5075
FGFR2	35263
IL33	17543
ENSG00000278399	10449
ZNF74	17346
ADORA2A	21759
U2	5890
NATD1	20240
ZSCAN26	13010
FAM30B	4467
MAGEA2	9721
ENSG00000273851	4946
ENSG00000274591	6067
ENSG00000290335	33600
ENSG00000273876	6014
PCDH18	16821
ARMC9	181217
TSPAN10	14553
EYA2	297220
ENSG00000273536	6000
PCDHGB1	5591
NDUFA5	22574
COPS7B	30583
TRIM52	11671
CYP3A7-CYP3A51P	55567
NUDT18	8241
ENSG00000274508	6256
ENSG00000276417	4413
ENSG00000276412	8636
ENSG00000278193	6586
ENSG00000278408	8252
GOLGA8IP	15916
WHAMMP3	20246
Metazoa_SRP	5964
ALG1L1P	66965
KDM4B	187482
ENSG00000237378	4435
MAGI1	273559
RNF38	69595
GAS2L1	8727
GPX4	5727
LUNAR1	5515
ANXA8L1	18663
ENSG00000278593	7764
TPM3	31352
CT45A8	13741
FAM156A	53910
MIR6720	5797
CT45A10	13723
Metazoa_SRP	5981
MAGEA2	9720
PSD	22810
RBM22P6	6566
ZRANB2	21270
GRIA3	23384
MED26	57613
NOL12	10111
NBPF26	38201
ENSG00000274340	7248
AUTS2	96920
GPAT3	72958
ENSG00000275846	6928
LIG4	13796
PCSK6	191474
PPP4R3B	76022
SNX13	153326
ENSG00000276523	6200
MEP1A	48775
ENSG00000276390	6216
TGIF2	22391
BCL2L13	95271
ENSG00000273558	7081
NAXD-AS1	8971
SRRM3	88391
AK3	37940
ENSG00000278847	6065
ENSG00000276556	6010
GRIPAP1	31055
DHRS2	9821
ENSG00000274265	77991
ORAI2	26249
IQCE	51413
TAX1BP3	11483
FAM242F	46902
ENSG00000258314	34356
PTPRT-DT	15498
GTF2IP1	7747
BDKRB1	4084
MPHOSPH10P5	9559
FADS2B	40272
ENSG00000276668	6126
ENSG00000293105	4675
PI16	19572
SETDB2	53729
HECTD1	113259
SPTBN2	64499
KDM6A	242591
ENPP7P7	66510
NBPF14	68611
MIR6838	5755
ENSG00000274127	5854
ANXA8	21862
RBIS	8899
CDH4	370083
ENSG00000275343	6023
PRAMEF34P	8492
MGAT4C	306424
GLYAT	21438
ENSG00000277319	5985
CNTNAP4	286356
ZMYM1	59070
NPRL3	58987
FAM230E	4558
ENSG00000273702	6861
SLC2A11	32112
PCGF2	18048
RSRC1	438641
LINC01879	6607
CNTNAP3P5	13068
ENSG00000238129	11483
IL31RA	45951
ENSG00000293218	6027
ZP4	18758
PIK3R5	92493
Metazoa_SRP	5967
CCL16	10698
IL24	9696
OPALIN	15933
PCDHGA5	6551
LINC01796	28262
ENSG00000293090	14941
H4C12	6086
CLUHP11	19849
NBPF19	82004
CARHSP1	21769
FAM13C	122115
KCNE1	70337
ZMYND8	153375
ENSG00000276121	6225
PCDHGC3	5848
ENSG00000273980	6107
GOLGA2	25878
PCSK6	149024
MTLN	6718
NDUFB5	22712
TPD52L2	29317
SLC3A1	45697
SEMA4F	32625
CDC42EP3	36353
DGKK	111116
ZNF268	15015
MIR378J	5808
SIGLEC17P	8901
MIR6784	5766
GIMAP1-GIMAP5	29978
OVCH2	22171
CD83	22662
ENSG00000277218	6129
ENSG00000276148	6112
TAFAZZIN	12553
ENSG00000276728	7444
MIR6511B1	5784
LINC02139	15293
ENSG00000278330	4829
ENSG00000278017	6574
TRPC5OS	29157
U6	5806
PYCR2	10163
FAM238B	5829
PINLYP	8303
ENSG00000244306	6315
MIR6074	5806
ENSG00000277007	5613
PCDHGB7	5784
NF1P7	15431
Metazoa_SRP	5978
CYP4F8	18421
MIR6859-2	5767
ENSG00000277948	5886
DLGAP2	210108
ENSG00000274199	5819
ENSG00000290947	15550
YAP1P3	6786
ENSG00000278131	34927
RNA5SP530	5817
ENSG00000276960	7820
ENSG00000273621	5879
AP2B1	139639
C12orf75	43881
CYLC2	14067
PHF10	22677
UBE2F	76989
MPP2	38279
TPSB2	7530
ENSG00000274922	8790
FXYD1	7061
SANBR	56950
TSPAN6	15695
ADPRHL1	59577
ARFRP1	14138
SLC38A1	49468
MIR6850	5760
OR10G1P	6643
STPG3-AS1	8978
MIR486-1	5767
OR9Q1	5133
GARIN2	42157
ZNF75A	4117
MIR6809	5815
IKBKGP1	13997
GLYATL1	11939
RNU6-1192P	5806
SRGAP2B	213963
ENSG00000267305	15263
ENSG00000276759	54733
SBK3	10587
SYNRG	100311
SLC38A2	15378
CADM1	76533
SPATA21	11974
MIR6885	5765
RSBN1	56315
TEX48	21332
SLC25A14	36473
ENSG00000293406	9925
Metazoa_SRP	5984
ARFRP1	14716
FGF1	100016
ZACNP1	4419
MIR3670-4	5764
ENSG00000274379	6181
DUT-AS1	9980
ENSG00000273840	125978
ENSG00000274104	6903
TADA2A	73004
UTY	235509
HLCS	235776
SLC22A24	69981
LHX1-DT	35064
HOXA3	51273
ZGRF1	50417
CYFIP1	83519
ENSG00000273813	5982
AMZ2	12160
ALDH3B1	15816
TSPAN32	19187
NEAT1	4600
FAM74A6	9972
TMCO1	50329
PDE4DIPP4	72175
ENSG00000278283	6072
ENSG00000274642	125595
TMEM230	50304
ENSG00000277969	5298
TMEM14B	12212
SSBP1	15154
GFOD1	128528
TMEM106A	11166
SMTN	22627
ZNF79	23997
FLJ36000	10725
FSIP2LP	84151
PTCHD3P1	6236
GLMP	8702
PPARGC1A	71405
ANKRD36C	24158
TWIST2	65449
ENSG00000273971	6041
ENSG00000273828	29334
LINC01719	12304
TYW1B	275130
SPDYE15	13053
GHR	176665
ERICH3-AS1	51668
ESPNL	28400
PSMC6	23817
SREK1	16520
GGNBP1	47706
ANAPC11	11820
MIR7106	5764
SERPINB6	28584
LINC03021	39097
PLP1	19105
PAQR6	10496
ENSG00000277978	6081
RGL4	10790
LINC00547	19596
CADPS	482743
ZBTB2P1	4176
WDR53P1	6008
RSPO1	29015
ENSG00000275612	6142
TAFAZZIN	13161
PSMA8	56269
POFUT2	29667
ENSG00000276294	4396
WDFY2	11131
R3HCC1L	84607
PDE4DIPP2	217129
HUWE1	127711
SSX2B	13267
PMP22	38526
NCOA6	116555
ENSG00000276097	6277
ENSG00000275512	8232
SSX3	11526
PPP1R9B	22640
PCDHGA10	7461
TTF1	37003
CCL23	10606
Metazoa_SRP	5952
ENSG00000273824	7106
MILR1	21448
ENSG00000275383	6042
OXA1L	9354
ENSG00000278346	6872
ENSG00000274528	6565
ENSG00000275552	8838
ENSG00000277882	5905
PI4KAP1	20493
CECR2	84056
ENSG00000275431	7685
Metazoa_SRP	5964
ENSG00000275119	42170
ENSG00000275016	191183
ENSG00000276951	6031
PCCA-DT	8647
GDAP1L1	36659
Metazoa_SRP	5949
NDUFC2-KCTD14	68298
ENSG00000275445	6282
IL17RA	27728
GHR	175322
UHRF1	62074
NPY4R	10482
NBEAP5	27453
ENSG00000274756	6563
ENSG00000273668	5925
POLR2E	13435
MARCKS	9130
SLC35A4	7270
RNA5SP440	5818
UBE2Q2P6	11993
Metazoa_SRP	5986
MMP28	22902
ILKAP	38980
RAB44	38358
ENSG00000277426	6348
FDPS	14667
RAB30	104029
ENSG00000277766	7146
HYOU1	18665
ENSG00000274425	5812
MIR6745	5826
DUXAP10	50819
ENSG00000277228	22022
KCNJ15	48124
HPCAL4	18537
ENSG00000259868	69423
ENSG00000251095	8181
SLC1A3	84862
LCN8	9855
ENSG00000277498	5161
FLJ16779	10637
TBC1D3L	16605
5_8S_rRNA	5850
MDM4	44740
ENSG00000275228	6230
SNORA70	5794
METTL8	124756
MIR8087	5777
TPTE	87141
PEG10	12328
DCAF13	31067
PPP6R2	104763
MRM1	10002
ENSG00000274445	5940
ENSG00000275716	6157
ENSG00000275675	5945
FADS6	22031
ZKSCAN2-DT	6114
LSP1	25011
CIB1	9501
RBIS	11573
TMC3-AS1	40200
MIR6773	5773
IFI27	8880
SLC46A1	17270
ENSG00000274598	6363
7SK	5943
ENSG00000277386	6200
CNTNAP3B	244636
JADE2	56098
ARHGAP21	145759
ENSG00000276337	9700
ENSG00000274235	8051
ENSG00000273589	5996
RN7SL422P	5960
PPP1R26P3	9499
MIR8064	5789
ZNF658	23688
AOAH	217300
DUSP12P1	8290
ENSG00000293024	14635
CT45A6	9995
NBPF19	82711
ENSG00000275823	5772
DAPK2	135875
C2orf81	13084
MIR4734	5769
ENSG00000260657	6201
ACACA	220473
TNFAIP3	19053
LINC03048	15611
JRK	18207
CT45A2	14044
MMD2	55179
FAM156A	53914
PCDHGA4	5690
RNA5SP528	5818
BHLHE23	6737
TSKU	18840
SOCS7	56749
ZNF343	48399
SLC2AXP1	6608
PEG10	16146
ENSG00000277351	6314
TTC28	334331
BROX	25643
ENSG00000274919	6083
MTUS2	688608
GAGE13	10367
NSRP1	72667
IRF1-AS1	80782
ENSG00000290546	16610
RBIS	11597
TMEM191B	5771
RDM1	18085
ENSG00000276007	4089
ENSG00000274028	4104
RELA	15073
ENSG00000278434	7154
ENSG00000274929	6286
ENSG00000274281	7826
RN7SL787P	5983
ENSG00000275358	6329
TAFAZZIN	12898
NEK2P1	7040
ENSG00000276945	6230
MIR6862-1	5769
KCP	39479
RNVU1-19	5866
TBPL1	38329
S100Z	48725
DIPK1A	40690
FGFR2	125824
ENSG00000278665	8340
SLC6A6	89773
ZNF254	99556
Metazoa_SRP	5976
ENSG00000277855	49837
ENSG00000275106	6489
PLSCR2	68396
NUDT7	22768
N4BP2L1	33154
ENSG00000278543	7603
ENSG00000278202	18584
IFNL3	7495
ENSG00000274292	6033
PITX2	25290
PPARGC1A	91653
VPS13D	284980
Metazoa_SRP	5978
GGNBP2	47929
ATF3	7568
C8orf89	23778
GGNBP1	8327
RBM22P4	4239
U2	5890
IGHV3-41	6150
CTDP1	77700
PAX1	15817
SURF4	20416
ENSG00000278626	6349
IGFBP3	14727
SPATA31E3P	8736
PGM5P2	73318
TPR	27154
PPHLN1	119032
NBPF4	26076
ENSG00000273674	74423
ENSG00000275939	5865
Metazoa_SRP	5996
PLLP	41322
ACOT2	9373
CCL4L2	4815
MIR6845	5760
MSANTD3	25197
MIR6889	5758
NDST4	291803
ZNF229	28027
NUMA1	83528
IQSEC1	182086
ENSG00000262312	5774
ADAMTS7P1	39056
OSTC	20233
NF1P10	8865
PDE6A	92536
NKILA	4183
ENSG00000277873	6401
ENSG00000275297	7087
ZNF790	38165
DACH1	434938
NUP153	97499
VN1R74P	6202
ST3GAL6	66141
ZFAND6	81824
MIR6857	5792
ENSG00000274051	5880
ENSG00000276131	6354
ENSG00000275162	4664
ENSG00000276538	5945
ENSG00000290569	10337
ENSG00000274979	11008
ALMS1	227080
ENSG00000276829	6422
CRX	24366
EDRF1-AS1	12937
NPY4R2	7785
TMEM132B	42925
RDM1	13962
ENSG00000225655	5682
PCDHGA12	5633
UBAP2L	45656
FRG2MP	7365
RXFP1	134653
AIFM2	26364
MYPN	108580
PAQR6	10496
Metazoa_SRP	6014
ENSG00000278646	7128
PGRMC2	25285
ENSG00000277938	5783
ZNF302	11755
IDH3B	10904
ENSG00000278819	23309
BARD1	86780
C18orf32	15702
HERC2P2	87243
Metazoa_SRP	5990
ENSG00000278464	17184
ENSG00000276850	57321
ENSG00000278255	6158
H3P46	6031
BIRC2	34289
PUS3	15435
ENSG00000274501	6005
RNU6-866P	5821
TRAK1	66380
ENSG00000275494	6276
ENSG00000275352	6186
PRSS57	15652
SALL2	21551
IP6K1	67599
ZNF33B	49505
DUOXA1	18194
ENSG00000275390	41474
ENSG00000277011	4792
YME1L1	50008
EEF1A1P42	7935
USP39	40179
SLC1A3	84700
ZWILCH	47391
ENSG00000275441	6191
MIR6893	5768
HMGXB3	56096
ZNF610	20977
ENSG00000277852	6097
Metazoa_SRP	6014
ANAPC10	109666
Metazoa_SRP	5984
MIR6846	5759
TNFRSF10A	39112
CISD3	8264
TEX28P1	22716
IL32	7355
LINC00623	43276
ENSG00000275993	15647
HPCAL1	61938
MIR6895	5777
ENSG00000277748	6469
KCNJ15	48124
COL26A1	199147
SPPL2B	29411
RIPOR2	137470
ZNG1A	63301
ZNF48	7688
CASP12	18415
ENSG00000276650	6411
MCM8-AS1	20578
ENSG00000277728	6163
SYCP1	143151
RNF34	27269
PER3	63747
ENSG00000276505	6023
ELOA	21588
LEPROT	18291
HMOX2	17200
DOC2B	44561
GRAMD4P4	7368
TOX4	25420
CACYBP	15552
AOC3	9944
DNASE1L2	5241
CDKAL1	28191
GXYLT1P4	6891
TMEM191B	5478
TLR10	16451
ENSG00000273978	4006
PLCE1-AS2	8661
ENSG00000277572	5788
ENSG00000275503	5935
UBE2Q2P2	31231
PCDHA12	5587
NBPF9	33978
ENSG00000275286	6242
ATP6V0A2	28288
MIR6507	5769
PHF23	9353
NTMT1	18918
RAB37	13063
ENSG00000275894	6408
PRKCQ-AS1	7003
FAM74A7	8988
ZNF280B	10295
PCDH15	998861
DUSP14	25023
C9orf153	15065
PPIP5K2	84957
MRPL45	29043
APOBEC3H	8347
ENSG00000277907	5909
ENSG00000273650	6128
ENSG00000275638	6165
ZNF107	45522
IRAK4	33590
ENSG00000278727	6584
ANXA8L1	19154
BARD1	86798
GAPDHP41	6674
Metazoa_SRP	5982
ENSG00000276627	8405
CSH2	7361
TUBD1	39163
IRX4	15257
HNF1B	63476
ENSG00000275956	4320
ARHGAP11A-DT	34291
ENSG00000228809	17275
EPHA5	356622
MIR7109	5764
ENSG00000277701	12285
MIR6726	5760
TMEM254	16904
ENSG00000273956	10017
WDR38	7473
SEPTIN7P12	4691
ENSG00000290856	40249
ENSG00000277186	6367
U2	5890
MIAT	21955
CD48	37109
BORA	31294
ENSG00000277159	9289
LINC02371	8487
UGP2	53504
ENSG00000277687	6874
ENSG00000277831	6212
Metazoa_SRP	5951
ENSG00000274242	6493
MIR6510	5753
RN7SL428P	5946
NAGK	13590
SLIRP	12523
TSPAN11-AS1	33256
RPS24	9956
